,Time,Hour,Load,WeakL
32,2017-03-19 08:00:00,8,960497.56691707,954787.6378322394
33,2017-03-19 09:00:00,9,987858.20059707,994063.9148598548
34,2017-03-19 10:00:00,10,1012382.68833707,1024360.8187223539
35,2017-03-19 11:00:00,11,1029778.86405707,1042346.4759328717
36,2017-03-19 12:00:00,12,1034794.90201707,1048293.35550608
37,2017-03-19 13:00:00,13,1026072.75617707,1044140.9019740297
38,2017-03-19 14:00:00,14,1026203.91615707,1043494.1562140523
39,2017-03-19 15:00:00,15,1025117.76215707,1040283.7030039079
40,2017-03-19 16:00:00,16,1019965.67025707,1033099.5736204721
41,2017-03-19 17:00:00,17,1014069.37229707,1023581.2134832619
42,2017-03-19 18:00:00,18,1016996.68025707,1030108.1171741908
43,2017-03-19 19:00:00,19,1032056.24211707,1039030.2731962947
44,2017-03-19 20:00:00,20,1032000.93605707,1038640.1768181289
45,2017-03-19 21:00:00,21,1025865.78619707,1035352.3551020417
46,2017-03-19 22:00:00,22,1016097.46435707,1023942.754712169
47,2017-03-19 23:00:00,23,1005315.68855707,1006878.3339233653
48,2017-03-20,0,987190.01881707,1002908.1906852084
49,2017-03-20 01:00:00,1,967204.13105707,980863.439326141
50,2017-03-20 02:00:00,2,950232.04531707,960060.6009812242
51,2017-03-20 03:00:00,3,940618.20343707,952632.8455551992
52,2017-03-20 04:00:00,4,938838.09147707,948158.0716370996
53,2017-03-20 05:00:00,5,945081.54535707,958767.2393819307
54,2017-03-20 06:00:00,6,973593.41493707,985486.74095198
55,2017-03-20 07:00:00,7,1039951.76369707,1059748.7221174708
56,2017-03-20 08:00:00,8,1155230.23375707,1174163.7911953982
57,2017-03-20 09:00:00,9,1275774.73773707,1279085.7791661462
58,2017-03-20 10:00:00,10,1333642.53313707,1338724.5896211115
59,2017-03-20 11:00:00,11,1344260.48533707,1353522.1483972603
60,2017-03-20 12:00:00,12,1337270.30533707,1365698.7362221153
61,2017-03-20 13:00:00,13,1321022.66533707,1365560.0312902469
62,2017-03-20 14:00:00,14,1325809.01333707,1377999.0265900746
63,2017-03-20 15:00:00,15,1322490.78733707,1378088.1259468943
64,2017-03-20 16:00:00,16,1321726.56533707,1368372.8672032154
65,2017-03-20 17:00:00,17,1289828.91413707,1324841.0422945805
66,2017-03-20 18:00:00,18,1238524.57873707,1275174.5274698543
67,2017-03-20 19:00:00,19,1194435.46759707,1222376.6266240075
68,2017-03-20 20:00:00,20,1151563.63249707,1176665.2037456883
69,2017-03-20 21:00:00,21,1116035.55501707,1145391.5870651624
70,2017-03-20 22:00:00,22,1091370.07551707,1115258.2143010783
71,2017-03-20 23:00:00,23,1061752.06595707,1078924.4735175327
72,2017-03-21,0,1032739.17037707,1033230.5407282839
73,2017-03-21 01:00:00,1,1003462.01681707,1004030.0605893792
74,2017-03-21 02:00:00,2,986411.58103707,985612.0424541818
75,2017-03-21 03:00:00,3,975442.36921707,971388.5436038522
76,2017-03-21 04:00:00,4,971071.48139707,967351.6364840446
77,2017-03-21 05:00:00,5,973178.17933707,976090.8888973098
78,2017-03-21 06:00:00,6,990731.26097707,996538.4205377095
79,2017-03-21 07:00:00,7,1044374.83405707,1054964.610472993
80,2017-03-21 08:00:00,8,1148047.44431707,1170823.119142065
81,2017-03-21 09:00:00,9,1249571.11653707,1276559.3902397526
82,2017-03-21 10:00:00,10,1306543.89813707,1332839.7794152377
83,2017-03-21 11:00:00,11,1322956.70213707,1349014.7330121358
84,2017-03-21 12:00:00,12,1324423.41953707,1347916.1195623174
85,2017-03-21 13:00:00,13,1315972.68413707,1337995.1309064052
86,2017-03-21 14:00:00,14,1322229.60393707,1347396.7571739526
87,2017-03-21 15:00:00,15,1318455.26413707,1340807.78069679
88,2017-03-21 16:00:00,16,1309046.66813707,1325132.2477513496
89,2017-03-21 17:00:00,17,1281501.15433707,1292046.7828024204
90,2017-03-21 18:00:00,18,1235780.99533707,1247594.7952248107
91,2017-03-21 19:00:00,19,1194239.05407707,1202431.3808421553
92,2017-03-21 20:00:00,20,1150312.30669707,1156536.017621714
93,2017-03-21 21:00:00,21,1119503.79729707,1121999.2951948307
94,2017-03-21 22:00:00,22,1095905.87371707,1088300.0474612939
95,2017-03-21 23:00:00,23,1063608.05213707,1055165.7194332066
96,2017-03-22,0,1034120.71057707,1033313.488773463
97,2017-03-22 01:00:00,1,1009530.60889707,1006374.3384628692
98,2017-03-22 02:00:00,2,991893.10113707,989338.3360285454
99,2017-03-22 03:00:00,3,982028.02721707,977739.5511982383
100,2017-03-22 04:00:00,4,976406.41933707,972611.5641762605
101,2017-03-22 05:00:00,5,975886.70125707,976420.1914574399
102,2017-03-22 06:00:00,6,989562.01503707,993238.1070802006
103,2017-03-22 07:00:00,7,1049173.35791707,1048134.316450693
104,2017-03-22 08:00:00,8,1163011.55991707,1168825.5000633835
105,2017-03-22 09:00:00,9,1271671.52833707,1273171.715584858
106,2017-03-22 10:00:00,10,1325304.68133707,1327768.0057837907
107,2017-03-22 11:00:00,11,1339035.25933707,1343947.8565766895
108,2017-03-22 12:00:00,12,1346214.57533707,1345673.070599107
109,2017-03-22 13:00:00,13,1340341.10733707,1336478.0212366574
110,2017-03-22 14:00:00,14,1348007.81533707,1346090.6733021166
111,2017-03-22 15:00:00,15,1320913.71933707,1340446.6126200163
112,2017-03-22 16:00:00,16,1316589.91733707,1327074.0887413293
113,2017-03-22 17:00:00,17,1283933.79773707,1293570.0937199697
114,2017-03-22 18:00:00,18,1240706.30873707,1246188.1217004205
115,2017-03-22 19:00:00,19,1208599.77573707,1200840.103307348
116,2017-03-22 20:00:00,20,1163237.94245707,1157077.86973324
117,2017-03-22 21:00:00,21,1130689.79903707,1122626.2920040267
118,2017-03-22 22:00:00,22,1108793.14943707,1092675.443643799
119,2017-03-22 23:00:00,23,1078661.09393707,1060537.397520954
120,2017-03-23,0,1046058.61635707,1033777.3317195317
121,2017-03-23 01:00:00,1,1019645.98267707,1007533.3482640787
122,2017-03-23 02:00:00,2,1001757.36101707,990670.5093374203
123,2017-03-23 03:00:00,3,989690.30515707,981739.2503548827
124,2017-03-23 04:00:00,4,978765.45723707,976018.906697823
125,2017-03-23 05:00:00,5,981291.83117707,975212.5241191942
126,2017-03-23 06:00:00,6,1003035.89689707,989512.4658303811
127,2017-03-23 07:00:00,7,1061943.78983707,1045936.0790519085
128,2017-03-23 08:00:00,8,1176735.97389707,1145056.551820691
129,2017-03-23 09:00:00,9,1283327.52833707,1245880.034022315
130,2017-03-23 10:00:00,10,1330669.10133707,1303204.292636171
131,2017-03-23 11:00:00,11,1343089.24133707,1319963.1169615542
132,2017-03-23 12:00:00,12,1350603.04733707,1322899.8692743608
133,2017-03-23 13:00:00,13,1342173.80133707,1315749.4998369783
134,2017-03-23 14:00:00,14,1356139.32133707,1324561.9520645603
135,2017-03-23 15:00:00,15,1350174.66933707,1321403.2500090124
136,2017-03-23 16:00:00,16,1341647.84333707,1310453.860751551
137,2017-03-23 17:00:00,17,1306785.59413707,1281963.5470690178
138,2017-03-23 18:00:00,18,1250881.60493707,1234559.1620092269
139,2017-03-23 19:00:00,19,1208115.56173707,1191957.0415590852
140,2017-03-23 20:00:00,20,1174643.95653707,1147380.796163643
141,2017-03-23 21:00:00,21,1144363.87109707,1117953.736815483
142,2017-03-23 22:00:00,22,1115131.74157707,1094665.031520307
143,2017-03-23 23:00:00,23,1084232.32403707,1061095.768603773
144,2017-03-24,0,1054376.28449707,1040415.8442409902
145,2017-03-24 01:00:00,1,1027063.05285707,1021793.3618209696
146,2017-03-24 02:00:00,2,1008183.72709707,1002190.3822512839
147,2017-03-24 03:00:00,3,995523.52925707,987560.6829200217
148,2017-03-24 04:00:00,4,987648.43133707,976034.7307689489
149,2017-03-24 05:00:00,5,990423.76121707,983879.422959718
150,2017-03-24 06:00:00,6,1006821.66097707,1007675.2562483851
151,2017-03-24 07:00:00,7,1066259.17189707,1070402.7446755734
152,2017-03-24 08:00:00,8,1183252.94011707,1175092.2847926994
153,2017-03-24 09:00:00,9,1285285.07833707,1278534.504632932
154,2017-03-24 10:00:00,10,1336330.18553707,1332073.261975137
155,2017-03-24 11:00:00,11,1355594.19933707,1346228.0600732304
156,2017-03-24 12:00:00,12,1354636.08333707,1350751.8592593316
157,2017-03-24 13:00:00,13,1347522.75733707,1343075.0562273185
158,2017-03-24 14:00:00,14,1361669.72933707,1355481.704784917
159,2017-03-24 15:00:00,15,1350561.16793707,1339484.70414241
160,2017-03-24 16:00:00,16,1336593.95013707,1327136.3472678915
161,2017-03-24 17:00:00,17,1301632.68453707,1289697.1410977764
162,2017-03-24 18:00:00,18,1252530.73933707,1245133.2957504438
163,2017-03-24 19:00:00,19,1204006.35613707,1206702.8151318547
164,2017-03-24 20:00:00,20,1161485.19095707,1161716.0762066797
165,2017-03-24 21:00:00,21,1133962.44345707,1128160.054940066
166,2017-03-24 22:00:00,22,1104562.67791707,1097234.9812032806
167,2017-03-24 23:00:00,23,1064298.24833707,1065925.1768700082
168,2017-03-25,0,1031410.21277707,1054006.4918852374
169,2017-03-25 01:00:00,1,1012118.56503707,1026753.7987094339
170,2017-03-25 02:00:00,2,994928.07523707,1006534.1234610536
171,2017-03-25 03:00:00,3,982095.92541707,993297.3156152758
172,2017-03-25 04:00:00,4,978078.65555707,986107.3560046413
173,2017-03-25 05:00:00,5,976045.86155707,983633.5418155335
174,2017-03-25 06:00:00,6,981316.71547707,980610.3378132893
175,2017-03-25 07:00:00,7,1005723.20305707,1012110.4373652734
176,2017-03-25 08:00:00,8,1063293.04019707,1093180.5300818838
177,2017-03-25 09:00:00,9,1130433.40911707,1177725.9976180198
178,2017-03-25 10:00:00,10,1178005.15653707,1224425.7137867995
179,2017-03-25 11:00:00,11,1193739.72653707,1238012.1389166685
180,2017-03-25 12:00:00,12,1194247.77053707,1243144.0957268374
181,2017-03-25 13:00:00,13,1189648.08053707,1235219.2761087865
182,2017-03-25 14:00:00,14,1197709.29653707,1243876.2028539637
183,2017-03-25 15:00:00,15,1197288.78853707,1227192.7252653544
184,2017-03-25 16:00:00,16,1188867.02051707,1219945.7922912615
185,2017-03-25 17:00:00,17,1169657.42065707,1191735.140695322
186,2017-03-25 18:00:00,18,1147334.77509707,1168773.1192662257
187,2017-03-25 19:00:00,19,1134473.15139707,1154830.3386740864
188,2017-03-25 20:00:00,20,1115481.70967707,1136397.688311755
189,2017-03-25 21:00:00,21,1103437.63789707,1116949.8602072261
190,2017-03-25 22:00:00,22,1092939.76019707,1092974.9066571482
191,2017-03-25 23:00:00,23,1072920.11241707,1071299.553130184
192,2017-03-26,0,1050074.43875707,1017929.1944264165
193,2017-03-26 01:00:00,1,1027058.52105707,996429.7817945557
194,2017-03-26 02:00:00,2,1011024.60927707,978447.4199073064
195,2017-03-26 03:00:00,3,998181.03943707,966626.2089760904
196,2017-03-26 04:00:00,4,994106.33749707,963785.3543041133
197,2017-03-26 05:00:00,5,989417.72149707,958792.8090161624
198,2017-03-26 06:00:00,6,980170.87357707,948318.4141226226
199,2017-03-26 07:00:00,7,979472.19957707,946930.8580028872
200,2017-03-26 08:00:00,8,1000021.09533707,978366.7655153997
201,2017-03-26 09:00:00,9,1028975.21689707,1012610.7347844754
202,2017-03-26 10:00:00,10,1054692.34465707,1048225.857476609
203,2017-03-26 11:00:00,11,1071296.96045707,1070109.8189823925
204,2017-03-26 12:00:00,12,1080229.95837707,1074802.7764079887
205,2017-03-26 13:00:00,13,1083458.50833707,1075621.5181966408
206,2017-03-26 14:00:00,14,1091820.59021707,1078655.8666771746
207,2017-03-26 15:00:00,15,1091522.42021707,1079123.2118236192
208,2017-03-26 16:00:00,16,1087754.58425707,1074199.0396440197
209,2017-03-26 17:00:00,17,1047038.87835707,1066993.8844203625
210,2017-03-26 18:00:00,18,1056974.75031707,1070777.54742127
211,2017-03-26 19:00:00,19,1057136.57615707,1073741.7938937272
212,2017-03-26 20:00:00,20,1049966.48217707,1059663.4470725127
213,2017-03-26 21:00:00,21,1053597.22627707,1051215.5802724217
214,2017-03-26 22:00:00,22,1047808.20833707,1040328.9295712494
215,2017-03-26 23:00:00,23,1033327.26447707,1019206.9048213146
216,2017-03-27,0,1016170.94673707,1014289.9497688477
217,2017-03-27 01:00:00,1,994647.31303707,958873.7385758886
218,2017-03-27 02:00:00,2,976173.65123707,945031.401485831
219,2017-03-27 03:00:00,3,954407.83331707,933732.651622662
220,2017-03-27 04:00:00,4,948634.85939707,933732.4468731793
221,2017-03-27 05:00:00,5,958369.04719707,943744.5996986737
222,2017-03-27 06:00:00,6,988560.16081707,986189.1316083751
223,2017-03-27 07:00:00,7,1055779.07557707,1050091.493393
224,2017-03-27 08:00:00,8,1178547.59545707,1194888.8351089777
225,2017-03-27 09:00:00,9,1290303.92753707,1291520.9001904698
226,2017-03-27 10:00:00,10,1352383.44653707,1338360.5696590086
227,2017-03-27 11:00:00,11,1368326.03853707,1352677.1501984599
228,2017-03-27 12:00:00,12,1369735.49253707,1355520.6193368982
229,2017-03-27 13:00:00,13,1380218.54853707,1354038.0395732052
230,2017-03-27 14:00:00,14,1392788.13253707,1377201.3453788916
231,2017-03-27 15:00:00,15,1387750.09653707,1394711.278392637
232,2017-03-27 16:00:00,16,1369111.19853707,1380567.4816013987
233,2017-03-27 17:00:00,17,1322572.65733707,1344673.9641052717
234,2017-03-27 18:00:00,18,1270255.00213707,1280442.684929235
235,2017-03-27 19:00:00,19,1223320.40893707,1234373.3027000001
236,2017-03-27 20:00:00,20,1178197.24189707,1195893.6652332065
237,2017-03-27 21:00:00,21,1152145.91243707,1169179.0255384124
238,2017-03-27 22:00:00,22,1130012.61689707,1150666.4853879104
239,2017-03-27 23:00:00,23,1102936.55141707,1130319.8856572553
240,2017-03-28,0,1070296.84581707,1118222.736264767
241,2017-03-28 01:00:00,1,1046821.57811707,1023972.1547233767
242,2017-03-28 02:00:00,2,1025189.51037707,1005905.7326807113
243,2017-03-28 03:00:00,3,1007974.88059707,993242.0319758188
244,2017-03-28 04:00:00,4,1002856.93069707,989884.9554942069
245,2017-03-28 05:00:00,5,1008084.09059707,991421.9021303733
246,2017-03-28 06:00:00,6,1024926.97229707,1007225.3074174144
247,2017-03-28 07:00:00,7,1087711.23325707,1065519.4976777213
248,2017-03-28 08:00:00,8,1199602.96123707,1183923.0071376192
249,2017-03-28 09:00:00,9,1313529.86153707,1293854.5144026177
250,2017-03-28 10:00:00,10,1369282.86053707,1358378.977421339
251,2017-03-28 11:00:00,11,1386651.58453707,1380144.5532970408
252,2017-03-28 12:00:00,12,1396367.71853707,1380160.925173753
253,2017-03-28 13:00:00,13,1402109.72253707,1374779.190642978
254,2017-03-28 14:00:00,14,1419028.60593707,1383851.9996625523
255,2017-03-28 15:00:00,15,1412253.64233707,1386317.035405173
256,2017-03-28 16:00:00,16,1403675.91853707,1375598.4173543197
257,2017-03-28 17:00:00,17,1360045.25893707,1336437.6574735406
258,2017-03-28 18:00:00,18,1301910.28593707,1284229.5850504348
259,2017-03-28 19:00:00,19,1250314.34873707,1227509.7913559244
260,2017-03-28 20:00:00,20,1199171.59373707,1172137.2951706846
261,2017-03-28 21:00:00,21,1163029.46241707,1141650.2130828884
262,2017-03-28 22:00:00,22,1137169.20489707,1120084.9442707223
263,2017-03-28 23:00:00,23,1112686.30721707,1084636.0046811928
264,2017-03-29,0,1083962.63959707,1070103.280610938
265,2017-03-29 01:00:00,1,1060406.98991707,1068483.7886661226
266,2017-03-29 02:00:00,2,1035210.95423707,1044510.6573538813
267,2017-03-29 03:00:00,3,1020046.16439707,1020175.4277411319
268,2017-03-29 04:00:00,4,1010926.37045707,1012296.978189108
269,2017-03-29 05:00:00,5,1017226.10441707,1022769.2217989049
270,2017-03-29 06:00:00,6,1036764.74005707,1041742.6786013481
271,2017-03-29 07:00:00,7,1096427.07705707,1105296.0550768494
272,2017-03-29 08:00:00,8,1212142.57917707,1217041.004828605
273,2017-03-29 09:00:00,9,1326286.43333707,1322884.064658265
274,2017-03-29 10:00:00,10,1390697.90453707,1377736.9722869373
275,2017-03-29 11:00:00,11,1408652.33053707,1396114.3946817636
276,2017-03-29 12:00:00,12,1414462.01653707,1398493.031657587
277,2017-03-29 13:00:00,13,1412418.03053707,1401626.1651216554
278,2017-03-29 14:00:00,14,1420620.60413707,1418851.8627305902
279,2017-03-29 15:00:00,15,1417021.46233707,1418874.6446887886
280,2017-03-29 16:00:00,16,1405805.08653707,1399017.7078599052
281,2017-03-29 17:00:00,17,1363202.68493707,1347820.6448170824
282,2017-03-29 18:00:00,18,1294050.98793707,1292771.1494156548
283,2017-03-29 19:00:00,19,1248889.20273707,1237079.2898214392
284,2017-03-29 20:00:00,20,1203877.11373707,1193617.276406038
285,2017-03-29 21:00:00,21,1171203.69625707,1168199.4923372623
286,2017-03-29 22:00:00,22,1142412.83683707,1141981.9339950886
287,2017-03-29 23:00:00,23,1109897.62731707,1113026.0627436393
288,2017-03-30,0,1076743.54177707,1087455.4127144217
289,2017-03-30 01:00:00,1,1046330.47413707,1057343.242562557
290,2017-03-30 02:00:00,2,1027613.40439707,1031523.3733869991
291,2017-03-30 03:00:00,3,1013419.93853707,1012925.0201417826
292,2017-03-30 04:00:00,4,1007275.64265707,1002431.7367571718
293,2017-03-30 05:00:00,5,1008668.08857707,1011599.9870741914
294,2017-03-30 06:00:00,6,1026979.34623707,1034308.1721403736
295,2017-03-30 07:00:00,7,1090908.76517707,1093494.8491995472
296,2017-03-30 08:00:00,8,1210200.82121707,1220256.736538227
297,2017-03-30 09:00:00,9,1328125.23933707,1330526.8731175652
298,2017-03-30 10:00:00,10,1382738.46653707,1385735.3220336256
299,2017-03-30 11:00:00,11,1401891.35853707,1404298.2445740798
300,2017-03-30 12:00:00,12,1407427.66053707,1409610.1417424171
301,2017-03-30 13:00:00,13,1405866.65453707,1408066.4682294067
302,2017-03-30 14:00:00,14,1432481.67973707,1427842.8326931144
303,2017-03-30 15:00:00,15,1448375.90353707,1432109.214930269
304,2017-03-30 16:00:00,16,1434584.70373707,1418192.2243731592
305,2017-03-30 17:00:00,17,1388060.57033707,1380907.030174558
306,2017-03-30 18:00:00,18,1325708.97513707,1315629.312126424
307,2017-03-30 19:00:00,19,1276369.01433707,1261451.5930813428
308,2017-03-30 20:00:00,20,1235462.32693707,1217124.4570457172
309,2017-03-30 21:00:00,21,1201148.70173707,1180567.9644953634
310,2017-03-30 22:00:00,22,1176087.54011707,1148975.0875048512
311,2017-03-30 23:00:00,23,1143236.28271707,1122158.6726341606
312,2017-03-31,0,1110647.28319707,1087436.6238282
313,2017-03-31 01:00:00,1,1083367.19355707,1054053.3439971497
314,2017-03-31 02:00:00,2,1061000.61785707,1034292.2954282601
315,2017-03-31 03:00:00,3,1045953.92403707,1024681.238829406
316,2017-03-31 04:00:00,4,1035614.27819707,1019508.4750975075
317,2017-03-31 05:00:00,5,1039029.13013707,1022276.8826744732
318,2017-03-31 06:00:00,6,1036307.21807707,1039439.0669925261
319,2017-03-31 07:00:00,7,1066443.61951707,1103740.1289614518
320,2017-03-31 08:00:00,8,1145364.69013707,1217755.4734172155
321,2017-03-31 09:00:00,9,1231883.16073707,1323052.2334716176
322,2017-03-31 10:00:00,10,1276904.91013707,1381365.7024885581
323,2017-03-31 11:00:00,11,1290822.08013707,1398484.9960625935
324,2017-03-31 12:00:00,12,1303510.31733707,1400916.6393342642
325,2017-03-31 13:00:00,13,1302128.62813707,1387678.3084808658
326,2017-03-31 14:00:00,14,1308258.90333707,1400901.3334443541
327,2017-03-31 15:00:00,15,1302376.57213707,1401638.0164610357
328,2017-03-31 16:00:00,16,1296811.34013707,1391857.415230278
329,2017-03-31 17:00:00,17,1267664.51633707,1353414.587671705
330,2017-03-31 18:00:00,18,1237103.46493707,1292977.5984414814
331,2017-03-31 19:00:00,19,1212379.89153707,1247735.457294332
332,2017-03-31 20:00:00,20,1184447.56191707,1199258.8839933046
333,2017-03-31 21:00:00,21,1156813.32647707,1164456.105652616
334,2017-03-31 22:00:00,22,1133205.99291707,1136181.0283118088
335,2017-03-31 23:00:00,23,1105239.12531707,1106776.663561026
336,2017-04-01,0,1081834.44967707,1099836.7507503082
337,2017-04-01 01:00:00,1,1059999.36787707,1033247.7892178812
338,2017-04-01 02:00:00,2,1037776.43215707,1006781.1080167996
339,2017-04-01 03:00:00,3,1023418.60833707,994679.3134081652
340,2017-04-01 04:00:00,4,1017838.76845707,984172.5823842797
341,2017-04-01 05:00:00,5,1011748.41249707,979402.265609524
342,2017-04-01 06:00:00,6,1005692.90641707,985392.5979219591
343,2017-04-01 07:00:00,7,1049890.43569707,1025576.0142792658
344,2017-04-01 08:00:00,8,1129409.92031707,1087635.0735337918
345,2017-04-01 09:00:00,9,1215042.51273707,1177306.0187156892
346,2017-04-01 10:00:00,10,1271374.94813707,1239353.1095383218
347,2017-04-01 11:00:00,11,1289762.78333707,1252498.3845786634
348,2017-04-01 12:00:00,12,1295528.86373707,1256935.6853550018
349,2017-04-01 13:00:00,13,1289538.97213707,1252254.7651043022
350,2017-04-01 14:00:00,14,1298144.50393707,1245687.0468289044
351,2017-04-01 15:00:00,15,1285060.95413707,1224223.5396510977
352,2017-04-01 16:00:00,16,1267502.90613707,1224281.2739285594
353,2017-04-01 17:00:00,17,1239845.90693707,1211125.966608181
354,2017-04-01 18:00:00,18,1214170.53913707,1176331.1766974994
355,2017-04-01 19:00:00,19,1192270.53777707,1176762.8687264496
356,2017-04-01 20:00:00,20,1169652.58213707,1157547.4150284347
357,2017-04-01 21:00:00,21,1153390.47047707,1137304.5147895145
358,2017-04-01 22:00:00,22,1134816.93081707,1126450.942512858
359,2017-04-01 23:00:00,23,1104390.51921707,1107804.7571580051
360,2017-04-02,0,1083979.79949707,1084748.6499649924
361,2017-04-02 01:00:00,1,1054757.65787707,999439.7298025409
362,2017-04-02 02:00:00,2,1031771.81613707,989476.6199709597
363,2017-04-02 03:00:00,3,1015507.71033707,978126.0315299087
364,2017-04-02 04:00:00,4,1005511.37045707,967076.0322054427
365,2017-04-02 05:00:00,5,998663.95853707,962350.8916049213
366,2017-04-02 06:00:00,6,988984.29265707,997702.1334492221
367,2017-04-02 07:00:00,7,981910.33861707,1016777.1745238338
368,2017-04-02 08:00:00,8,1006754.01009707,1060933.6494945155
369,2017-04-02 09:00:00,9,1037477.69561707,1098049.0870218417
370,2017-04-02 10:00:00,10,1067492.56927707,1110138.5651742353
371,2017-04-02 11:00:00,11,1087436.88295707,1135562.462068307
372,2017-04-02 12:00:00,12,1101556.48273707,1132157.7692045125
373,2017-04-02 13:00:00,13,1102347.90673707,1116303.210292214
374,2017-04-02 14:00:00,14,1107896.47869707,1140528.6371960451
375,2017-04-02 15:00:00,15,1105253.83275707,1188481.372651625
376,2017-04-02 16:00:00,16,1090685.34897707,1171740.0893908492
377,2017-04-02 17:00:00,17,1081434.72103707,1182868.5301477015
378,2017-04-02 18:00:00,18,1083853.13705707,1133196.2833815266
379,2017-04-02 19:00:00,19,1095305.56893707,1104259.2902032214
380,2017-04-02 20:00:00,20,1094661.07307707,1118586.9276918804
381,2017-04-02 21:00:00,21,1095292.64517707,1119668.6618582252
382,2017-04-02 22:00:00,22,1087013.48533707,1109141.283184867
383,2017-04-02 23:00:00,23,1075237.47749707,1096250.5464909228
384,2017-04-03,0,1053953.52979707,1108656.2340564437
385,2017-04-03 01:00:00,1,1031061.65609707,1015397.3770533951
386,2017-04-03 02:00:00,2,1014093.98027707,992331.7228271876
387,2017-04-03 03:00:00,3,1000906.03439707,975851.7923079819
388,2017-04-03 04:00:00,4,995226.84651707,972284.4667070278
389,2017-04-03 05:00:00,5,999713.33637707,981117.7227114388
390,2017-04-03 06:00:00,6,1018785.55603707,1002295.5820135688
391,2017-04-03 07:00:00,7,1092136.57877707,1078320.010873717
392,2017-04-03 08:00:00,8,1226304.71243707,1203530.717385043
393,2017-04-03 09:00:00,9,1351864.04233707,1307831.0100724658
394,2017-04-03 10:00:00,10,1400862.14573707,1373650.0252150916
395,2017-04-03 11:00:00,11,1432858.98293707,1394970.0881624662
396,2017-04-03 12:00:00,12,1436024.38093707,1393056.5449201905
397,2017-04-03 13:00:00,13,1432351.67733707,1395255.8776417235
398,2017-04-03 14:00:00,14,1449370.72493707,1402169.6225342168
399,2017-04-03 15:00:00,15,1452003.28893707,1383666.5362152557
400,2017-04-03 16:00:00,16,1443140.01113707,1362108.3433815492
401,2017-04-03 17:00:00,17,1397271.12413707,1323672.9168540125
402,2017-04-03 18:00:00,18,1329613.72713707,1286161.0781269562
403,2017-04-03 19:00:00,19,1274150.30793707,1233670.985416568
404,2017-04-03 20:00:00,20,1225077.35913707,1176843.7097929032
405,2017-04-03 21:00:00,21,1188788.88179707,1145906.3365750283
406,2017-04-03 22:00:00,22,1163831.55429707,1113422.6875042354
407,2017-04-03 23:00:00,23,1132842.78483707,1073925.498461797
408,2017-04-04,0,1100260.82925707,1052272.0582699948
409,2017-04-04 01:00:00,1,1074694.12961707,1054663.0365886767
410,2017-04-04 02:00:00,2,1053430.28191707,1028664.5908303865
411,2017-04-04 03:00:00,3,1036980.89607707,1006277.5588491732
412,2017-04-04 04:00:00,4,1032110.08819707,1000415.2195828271
413,2017-04-04 05:00:00,5,1038810.87803707,1012139.4851233894
414,2017-04-04 06:00:00,6,1050236.09181707,1034117.7749783181
415,2017-04-04 07:00:00,7,1119244.43459707,1096813.7453976695
416,2017-04-04 08:00:00,8,1242867.32253707,1225554.1973631664
417,2017-04-04 09:00:00,9,1363118.60633707,1324050.4307046654
418,2017-04-04 10:00:00,10,1424186.64373707,1383870.3506584694
419,2017-04-04 11:00:00,11,1442092.59553707,1401901.1333656309
