,Time,Hour,Load,WeakL
86,2017-03-21 14:00:00,14,1322229.60393707,1331519.0067218472
87,2017-03-21 15:00:00,15,1318455.26413707,1326458.7565765753
88,2017-03-21 16:00:00,16,1309046.66813707,1312492.2520333293
89,2017-03-21 17:00:00,17,1281501.15433707,1267851.1370759087
90,2017-03-21 18:00:00,18,1235780.99533707,1220931.391661704
91,2017-03-21 19:00:00,19,1194239.05407707,1178612.0349146987
92,2017-03-21 20:00:00,20,1150312.30669707,1142918.226998648
93,2017-03-21 21:00:00,21,1119503.79729707,1115657.96025845
94,2017-03-21 22:00:00,22,1095905.87371707,1086318.7770399365
95,2017-03-21 23:00:00,23,1063608.05213707,1055437.718685032
96,2017-03-22,0,1034120.71057707,1031930.6369851906
97,2017-03-22 01:00:00,1,1009530.60889707,1006250.8665276305
98,2017-03-22 02:00:00,2,991893.10113707,990272.2240342171
99,2017-03-22 03:00:00,3,982028.02721707,980352.7310352934
100,2017-03-22 04:00:00,4,976406.41933707,974015.2121503517
101,2017-03-22 05:00:00,5,975886.70125707,976766.4445982162
102,2017-03-22 06:00:00,6,989562.01503707,992257.9802498438
103,2017-03-22 07:00:00,7,1049173.35791707,1048874.9230052992
104,2017-03-22 08:00:00,8,1163011.55991707,1174353.5229734508
105,2017-03-22 09:00:00,9,1271671.52833707,1270521.240720076
106,2017-03-22 10:00:00,10,1325304.68133707,1310835.4533505572
107,2017-03-22 11:00:00,11,1339035.25933707,1325877.6735906377
108,2017-03-22 12:00:00,12,1346214.57533707,1329092.408947372
109,2017-03-22 13:00:00,13,1340341.10733707,1322675.313688194
110,2017-03-22 14:00:00,14,1348007.81533707,1337164.2979799227
111,2017-03-22 15:00:00,15,1320913.71933707,1329965.4717388824
112,2017-03-22 16:00:00,16,1316589.91733707,1321119.5649183039
113,2017-03-22 17:00:00,17,1283933.79773707,1280015.6499634397
114,2017-03-22 18:00:00,18,1240706.30873707,1232062.2186058154
115,2017-03-22 19:00:00,19,1208599.77573707,1185751.1402658036
116,2017-03-22 20:00:00,20,1163237.94245707,1149275.4389353301
117,2017-03-22 21:00:00,21,1130689.79903707,1118220.5960268546
118,2017-03-22 22:00:00,22,1108793.14943707,1091527.45472522
119,2017-03-22 23:00:00,23,1078661.09393707,1062002.067006061
120,2017-03-23,0,1046058.61635707,1032699.4651713211
121,2017-03-23 01:00:00,1,1019645.98267707,1011792.9053119714
122,2017-03-23 02:00:00,2,1001757.36101707,995934.9331787331
123,2017-03-23 03:00:00,3,989690.30515707,989169.1239289902
124,2017-03-23 04:00:00,4,978765.45723707,981081.9888416396
125,2017-03-23 05:00:00,5,981291.83117707,976365.2007381029
126,2017-03-23 06:00:00,6,1003035.89689707,987191.0580449096
127,2017-03-23 07:00:00,7,1061943.78983707,1044233.9601866434
128,2017-03-23 08:00:00,8,1176735.97389707,1149647.6382286134
129,2017-03-23 09:00:00,9,1283327.52833707,1240570.758002701
130,2017-03-23 10:00:00,10,1330669.10133707,1301464.1030004704
131,2017-03-23 11:00:00,11,1343089.24133707,1317663.429368766
132,2017-03-23 12:00:00,12,1350603.04733707,1321458.6640660865
133,2017-03-23 13:00:00,13,1342173.80133707,1314546.645159901
134,2017-03-23 14:00:00,14,1356139.32133707,1325048.3111490963
135,2017-03-23 15:00:00,15,1350174.66933707,1319678.3346725502
136,2017-03-23 16:00:00,16,1341647.84333707,1314085.866511411
137,2017-03-23 17:00:00,17,1306785.59413707,1286518.9727621719
138,2017-03-23 18:00:00,18,1250881.60493707,1240195.7965404778
139,2017-03-23 19:00:00,19,1208115.56173707,1193790.2939109541
140,2017-03-23 20:00:00,20,1174643.95653707,1146367.573689622
141,2017-03-23 21:00:00,21,1144363.87109707,1118395.2835277792
142,2017-03-23 22:00:00,22,1115131.74157707,1099181.015721425
143,2017-03-23 23:00:00,23,1084232.32403707,1065472.5354805717
144,2017-03-24,0,1054376.28449707,1047476.5881295882
145,2017-03-24 01:00:00,1,1027063.05285707,1029810.6708010647
146,2017-03-24 02:00:00,2,1008183.72709707,1008378.9532419328
147,2017-03-24 03:00:00,3,995523.52925707,993017.2912605293
148,2017-03-24 04:00:00,4,987648.43133707,978145.5416581889
149,2017-03-24 05:00:00,5,990423.76121707,988305.7052940504
150,2017-03-24 06:00:00,6,1006821.66097707,1021137.8665113433
151,2017-03-24 07:00:00,7,1066259.17189707,1088996.4541996554
152,2017-03-24 08:00:00,8,1183252.94011707,1172110.78197172
153,2017-03-24 09:00:00,9,1285285.07833707,1275208.1704384016
154,2017-03-24 10:00:00,10,1336330.18553707,1321528.6695139436
155,2017-03-24 11:00:00,11,1355594.19933707,1330407.1885605266
156,2017-03-24 12:00:00,12,1354636.08333707,1333370.6160515898
157,2017-03-24 13:00:00,13,1347522.75733707,1328354.807437521
158,2017-03-24 14:00:00,14,1361669.72933707,1340415.75952686
159,2017-03-24 15:00:00,15,1350561.16793707,1318286.506919747
160,2017-03-24 16:00:00,16,1336593.95013707,1312754.6040698178
161,2017-03-24 17:00:00,17,1301632.68453707,1271734.9103358097
162,2017-03-24 18:00:00,18,1252530.73933707,1227019.0991309397
163,2017-03-24 19:00:00,19,1204006.35613707,1199368.7350500813
164,2017-03-24 20:00:00,20,1161485.19095707,1156029.8998143328
165,2017-03-24 21:00:00,21,1133962.44345707,1125973.7969783254
166,2017-03-24 22:00:00,22,1104562.67791707,1104648.7736049802
167,2017-03-24 23:00:00,23,1064298.24833707,1076789.2482455915
168,2017-03-25,0,1031410.21277707,1067545.098150074
169,2017-03-25 01:00:00,1,1012118.56503707,1021162.3907941043
170,2017-03-25 02:00:00,2,994928.07523707,1001307.8032718926
171,2017-03-25 03:00:00,3,982095.92541707,987131.0812506066
172,2017-03-25 04:00:00,4,978078.65555707,982959.2749897557
173,2017-03-25 05:00:00,5,976045.86155707,979442.7144140936
174,2017-03-25 06:00:00,6,981316.71547707,973936.2460773626
175,2017-03-25 07:00:00,7,1005723.20305707,1005616.7950657603
176,2017-03-25 08:00:00,8,1063293.04019707,1086628.0554378536
177,2017-03-25 09:00:00,9,1130433.40911707,1181211.9760804158
178,2017-03-25 10:00:00,10,1178005.15653707,1225866.5234837416
179,2017-03-25 11:00:00,11,1193739.72653707,1229788.777465707
180,2017-03-25 12:00:00,12,1194247.77053707,1230195.1752950577
181,2017-03-25 13:00:00,13,1189648.08053707,1222264.0206077322
182,2017-03-25 14:00:00,14,1197709.29653707,1226589.8432171687
183,2017-03-25 15:00:00,15,1197288.78853707,1216300.8032698235
184,2017-03-25 16:00:00,16,1188867.02051707,1207776.317415862
185,2017-03-25 17:00:00,17,1169657.42065707,1184154.9582483126
186,2017-03-25 18:00:00,18,1147334.77509707,1163900.429474492
187,2017-03-25 19:00:00,19,1134473.15139707,1156831.9169526254
188,2017-03-25 20:00:00,20,1115481.70967707,1137525.533953464
189,2017-03-25 21:00:00,21,1103437.63789707,1120569.8053444093
190,2017-03-25 22:00:00,22,1092939.76019707,1096276.2372229253
191,2017-03-25 23:00:00,23,1072920.11241707,1072377.1950519923
192,2017-03-26,0,1050074.43875707,1005032.4127847386
193,2017-03-26 01:00:00,1,1027058.52105707,995636.9153532973
194,2017-03-26 02:00:00,2,1011024.60927707,980877.7500107355
195,2017-03-26 03:00:00,3,998181.03943707,974397.448734551
196,2017-03-26 04:00:00,4,994106.33749707,972045.8459900025
197,2017-03-26 05:00:00,5,989417.72149707,955334.5241899499
198,2017-03-26 06:00:00,6,980170.87357707,929068.6391841959
199,2017-03-26 07:00:00,7,979472.19957707,928828.4430548215
200,2017-03-26 08:00:00,8,1000021.09533707,959297.7748450177
201,2017-03-26 09:00:00,9,1028975.21689707,989441.7789118643
202,2017-03-26 10:00:00,10,1054692.34465707,1040281.423891407
203,2017-03-26 11:00:00,11,1071296.96045707,1054519.8466381943
204,2017-03-26 12:00:00,12,1080229.95837707,1053265.8747351116
205,2017-03-26 13:00:00,13,1083458.50833707,1052939.3830975008
206,2017-03-26 14:00:00,14,1091820.59021707,1048210.2023747482
207,2017-03-26 15:00:00,15,1091522.42021707,1042781.7464620819
208,2017-03-26 16:00:00,16,1087754.58425707,1042344.6795783659
209,2017-03-26 17:00:00,17,1047038.87835707,1052445.8179759793
210,2017-03-26 18:00:00,18,1056974.75031707,1071503.478116888
211,2017-03-26 19:00:00,19,1057136.57615707,1064623.3493373492
212,2017-03-26 20:00:00,20,1049966.48217707,1027184.5703746583
213,2017-03-26 21:00:00,21,1053597.22627707,1021665.6552110655
214,2017-03-26 22:00:00,22,1047808.20833707,1023580.048557048
215,2017-03-26 23:00:00,23,1033327.26447707,1001050.4755408318
216,2017-03-27,0,1016170.94673707,988638.4153232136
217,2017-03-27 01:00:00,1,994647.31303707,996522.5564736493
218,2017-03-27 02:00:00,2,976173.65123707,977381.8401700461
219,2017-03-27 03:00:00,3,954407.83331707,952664.8844044885
220,2017-03-27 04:00:00,4,948634.85939707,940713.5592944031
221,2017-03-27 05:00:00,5,958369.04719707,964600.797025179
222,2017-03-27 06:00:00,6,988560.16081707,1026416.4725760026
223,2017-03-27 07:00:00,7,1055779.07557707,1091946.404760686
224,2017-03-27 08:00:00,8,1178547.59545707,1279436.8964280505
225,2017-03-27 09:00:00,9,1290303.92753707,1417042.1009305706
226,2017-03-27 10:00:00,10,1352383.44653707,1412085.3590305406
227,2017-03-27 11:00:00,11,1368326.03853707,1421298.721151578
228,2017-03-27 12:00:00,12,1369735.49253707,1430626.784974321
229,2017-03-27 13:00:00,13,1380218.54853707,1413995.6859108713
230,2017-03-27 14:00:00,14,1392788.13253707,1449720.9787528086
231,2017-03-27 15:00:00,15,1387750.09653707,1492605.4796598288
232,2017-03-27 16:00:00,16,1369111.19853707,1469218.3737944332
233,2017-03-27 17:00:00,17,1322572.65733707,1408632.2915837478
234,2017-03-27 18:00:00,18,1270255.00213707,1304651.533923569
235,2017-03-27 19:00:00,19,1223320.40893707,1247748.7295335052
236,2017-03-27 20:00:00,20,1178197.24189707,1265741.510933194
237,2017-03-27 21:00:00,21,1152145.91243707,1223692.3009315475
238,2017-03-27 22:00:00,22,1130012.61689707,1165575.4028840612
239,2017-03-27 23:00:00,23,1102936.55141707,1157670.644208738
240,2017-03-28,0,1070296.84581707,1095131.1923731002
241,2017-03-28 01:00:00,1,1046821.57811707,1014706.6559406072
242,2017-03-28 02:00:00,2,1025189.51037707,997917.7324372941
243,2017-03-28 03:00:00,3,1007974.88059707,983776.4835936737
244,2017-03-28 04:00:00,4,1002856.93069707,978994.0383564003
245,2017-03-28 05:00:00,5,1008084.09059707,975746.9250839531
246,2017-03-28 06:00:00,6,1024926.97229707,977870.9892628286
247,2017-03-28 07:00:00,7,1087711.23325707,1039109.1203342233
248,2017-03-28 08:00:00,8,1199602.96123707,1147988.1487349588
249,2017-03-28 09:00:00,9,1313529.86153707,1250984.258116182
250,2017-03-28 10:00:00,10,1369282.86053707,1358289.9661997752
251,2017-03-28 11:00:00,11,1386651.58453707,1376897.1102560984
252,2017-03-28 12:00:00,12,1396367.71853707,1363400.5354482569
253,2017-03-28 13:00:00,13,1402109.72253707,1356440.127289904
254,2017-03-28 14:00:00,14,1419028.60593707,1354173.1199170526
255,2017-03-28 15:00:00,15,1412253.64233707,1343177.5219099647
256,2017-03-28 16:00:00,16,1403675.91853707,1333189.844014762
257,2017-03-28 17:00:00,17,1360045.25893707,1331734.0045043665
258,2017-03-28 18:00:00,18,1301910.28593707,1306167.5824322142
259,2017-03-28 19:00:00,19,1250314.34873707,1235816.905643542
260,2017-03-28 20:00:00,20,1199171.59373707,1132952.8437927924
261,2017-03-28 21:00:00,21,1163029.46241707,1100813.4724606466
262,2017-03-28 22:00:00,22,1137169.20489707,1083159.900068246
263,2017-03-28 23:00:00,23,1112686.30721707,1029902.4337915368
264,2017-03-29,0,1083962.63959707,1009584.0879136486
265,2017-03-29 01:00:00,1,1060406.98991707,1053077.3181090204
266,2017-03-29 02:00:00,2,1035210.95423707,1027217.6672939616
267,2017-03-29 03:00:00,3,1020046.16439707,1006185.7050179114
268,2017-03-29 04:00:00,4,1010926.37045707,999795.9364140944
269,2017-03-29 05:00:00,5,1017226.10441707,1007252.9313993952
270,2017-03-29 06:00:00,6,1036764.74005707,1018066.9556178941
271,2017-03-29 07:00:00,7,1096427.07705707,1081849.594625269
272,2017-03-29 08:00:00,8,1212142.57917707,1191476.651259916
273,2017-03-29 09:00:00,9,1326286.43333707,1300185.37808934
274,2017-03-29 10:00:00,10,1390697.90453707,1369222.4393591043
275,2017-03-29 11:00:00,11,1408652.33053707,1389236.6671919692
276,2017-03-29 12:00:00,12,1414462.01653707,1389611.62800238
277,2017-03-29 13:00:00,13,1412418.03053707,1395657.5342510086
278,2017-03-29 14:00:00,14,1420620.60413707,1407652.878349947
279,2017-03-29 15:00:00,15,1417021.46233707,1398306.2677286088
280,2017-03-29 16:00:00,16,1405805.08653707,1375120.686922008
281,2017-03-29 17:00:00,17,1363202.68493707,1341864.4380090304
282,2017-03-29 18:00:00,18,1294050.98793707,1298865.8303051305
283,2017-03-29 19:00:00,19,1248889.20273707,1238968.3190980274
284,2017-03-29 20:00:00,20,1203877.11373707,1180776.5837393722
285,2017-03-29 21:00:00,21,1171203.69625707,1155058.7175693116
286,2017-03-29 22:00:00,22,1142412.83683707,1126539.989553888
287,2017-03-29 23:00:00,23,1109897.62731707,1084237.404229753
288,2017-03-30,0,1076743.54177707,1070090.036352279
289,2017-03-30 01:00:00,1,1046330.47413707,1049985.9751664116
290,2017-03-30 02:00:00,2,1027613.40439707,1026463.4988681803
291,2017-03-30 03:00:00,3,1013419.93853707,1009222.3402051681
292,2017-03-30 04:00:00,4,1007275.64265707,1000306.150098015
293,2017-03-30 05:00:00,5,1008668.08857707,1007964.641585965
294,2017-03-30 06:00:00,6,1026979.34623707,1032838.7057353675
295,2017-03-30 07:00:00,7,1090908.76517707,1082703.6513782747
296,2017-03-30 08:00:00,8,1210200.82121707,1204626.4962413071
297,2017-03-30 09:00:00,9,1328125.23933707,1305377.091125696
298,2017-03-30 10:00:00,10,1382738.46653707,1360903.1947911854
299,2017-03-30 11:00:00,11,1401891.35853707,1380547.8950680858
300,2017-03-30 12:00:00,12,1407427.66053707,1384068.3248683726
301,2017-03-30 13:00:00,13,1405866.65453707,1383091.061367124
302,2017-03-30 14:00:00,14,1432481.67973707,1403072.8363707138
303,2017-03-30 15:00:00,15,1448375.90353707,1417439.5374177878
304,2017-03-30 16:00:00,16,1434584.70373707,1400301.5916482972
305,2017-03-30 17:00:00,17,1388060.57033707,1375288.952576345
306,2017-03-30 18:00:00,18,1325708.97513707,1308250.6653860125
307,2017-03-30 19:00:00,19,1276369.01433707,1245715.7923745443
308,2017-03-30 20:00:00,20,1235462.32693707,1206312.9835101804
309,2017-03-30 21:00:00,21,1201148.70173707,1169762.4734599136
310,2017-03-30 22:00:00,22,1176087.54011707,1142657.1457548302
311,2017-03-30 23:00:00,23,1143236.28271707,1114861.4529600395
312,2017-03-31,0,1110647.28319707,1085129.4695688158
313,2017-03-31 01:00:00,1,1083367.19355707,1057875.2127960052
314,2017-03-31 02:00:00,2,1061000.61785707,1041535.9546584728
315,2017-03-31 03:00:00,3,1045953.92403707,1033225.1373837993
316,2017-03-31 04:00:00,4,1035614.27819707,1033272.4701621654
317,2017-03-31 05:00:00,5,1039029.13013707,1032198.9649494338
318,2017-03-31 06:00:00,6,1036307.21807707,1040245.5120379666
319,2017-03-31 07:00:00,7,1066443.61951707,1112456.950911274
320,2017-03-31 08:00:00,8,1145364.69013707,1192765.0820280614
321,2017-03-31 09:00:00,9,1231883.16073707,1274837.253618652
322,2017-03-31 10:00:00,10,1276904.91013707,1332620.8696617545
323,2017-03-31 11:00:00,11,1290822.08013707,1360557.8140856514
324,2017-03-31 12:00:00,12,1303510.31733707,1374890.394288884
325,2017-03-31 13:00:00,13,1302128.62813707,1378124.6759498487
326,2017-03-31 14:00:00,14,1308258.90333707,1399164.445001465
327,2017-03-31 15:00:00,15,1302376.57213707,1385971.7313917314
328,2017-03-31 16:00:00,16,1296811.34013707,1373703.1605839226
329,2017-03-31 17:00:00,17,1267664.51633707,1298499.7830185702
330,2017-03-31 18:00:00,18,1237103.46493707,1251539.866368773
331,2017-03-31 19:00:00,19,1212379.89153707,1212785.4261701873
332,2017-03-31 20:00:00,20,1184447.56191707,1172310.6457101738
333,2017-03-31 21:00:00,21,1156813.32647707,1155893.9618548544
334,2017-03-31 22:00:00,22,1133205.99291707,1137358.379824095
335,2017-03-31 23:00:00,23,1105239.12531707,1110194.9024140378
336,2017-04-01,0,1081834.44967707,1117550.7261113569
337,2017-04-01 01:00:00,1,1059999.36787707,1033349.5678698224
338,2017-04-01 02:00:00,2,1037776.43215707,1014072.3566967775
339,2017-04-01 03:00:00,3,1023418.60833707,1003736.2681011494
340,2017-04-01 04:00:00,4,1017838.76845707,999253.7565422519
341,2017-04-01 05:00:00,5,1011748.41249707,988563.974390779
342,2017-04-01 06:00:00,6,1005692.90641707,974529.2652525108
343,2017-04-01 07:00:00,7,1049890.43569707,1004878.9319351198
344,2017-04-01 08:00:00,8,1129409.92031707,1048107.8154424592
345,2017-04-01 09:00:00,9,1215042.51273707,1112720.430005849
346,2017-04-01 10:00:00,10,1271374.94813707,1196345.771483109
347,2017-04-01 11:00:00,11,1289762.78333707,1218821.3316022411
348,2017-04-01 12:00:00,12,1295528.86373707,1223513.371763949
349,2017-04-01 13:00:00,13,1289538.97213707,1231259.3712517235
350,2017-04-01 14:00:00,14,1298144.50393707,1228411.7315639155
351,2017-04-01 15:00:00,15,1285060.95413707,1201239.4406527665
352,2017-04-01 16:00:00,16,1267502.90613707,1190025.0433262659
353,2017-04-01 17:00:00,17,1239845.90693707,1190040.1791134775
354,2017-04-01 18:00:00,18,1214170.53913707,1172444.6541922544
355,2017-04-01 19:00:00,19,1192270.53777707,1162180.8983586985
356,2017-04-01 20:00:00,20,1169652.58213707,1124118.209513293
357,2017-04-01 21:00:00,21,1153390.47047707,1109308.1862772377
358,2017-04-01 22:00:00,22,1134816.93081707,1106728.6455321333
359,2017-04-01 23:00:00,23,1104390.51921707,1087443.337837765
360,2017-04-02,0,1083979.79949707,1086958.4043226675
361,2017-04-02 01:00:00,1,1054757.65787707,950110.043214715
362,2017-04-02 02:00:00,2,1031771.81613707,945481.9798916114
363,2017-04-02 03:00:00,3,1015507.71033707,946742.1776713087
364,2017-04-02 04:00:00,4,1005511.37045707,939029.5698856149
365,2017-04-02 05:00:00,5,998663.95853707,923388.9946225968
366,2017-04-02 06:00:00,6,988984.29265707,955140.6908539858
367,2017-04-02 07:00:00,7,981910.33861707,953990.0849503021
368,2017-04-02 08:00:00,8,1006754.01009707,1096284.8372349464
369,2017-04-02 09:00:00,9,1037477.69561707,1156309.1945108182
370,2017-04-02 10:00:00,10,1067492.56927707,1183963.3911289622
371,2017-04-02 11:00:00,11,1087436.88295707,1210398.7677882412
372,2017-04-02 12:00:00,12,1101556.48273707,1206136.6671951036
373,2017-04-02 13:00:00,13,1102347.90673707,1165003.5842892167
374,2017-04-02 14:00:00,14,1107896.47869707,1181562.4851768184
375,2017-04-02 15:00:00,15,1105253.83275707,1232099.3390914642
376,2017-04-02 16:00:00,16,1090685.34897707,1221912.4791205965
377,2017-04-02 17:00:00,17,1081434.72103707,1248221.2471118579
378,2017-04-02 18:00:00,18,1083853.13705707,1165319.0535830057
379,2017-04-02 19:00:00,19,1095305.56893707,1132750.0093802128
380,2017-04-02 20:00:00,20,1094661.07307707,1145838.9248317203
381,2017-04-02 21:00:00,21,1095292.64517707,1113221.0775455916
382,2017-04-02 22:00:00,22,1087013.48533707,1094676.698734657
383,2017-04-02 23:00:00,23,1075237.47749707,1089947.3451001698
384,2017-04-03,0,1053953.52979707,1146632.436693404
385,2017-04-03 01:00:00,1,1031061.65609707,995551.9014375373
386,2017-04-03 02:00:00,2,1014093.98027707,979927.336251221
387,2017-04-03 03:00:00,3,1000906.03439707,967175.2147364944
388,2017-04-03 04:00:00,4,995226.84651707,966540.8665423392
389,2017-04-03 05:00:00,5,999713.33637707,971312.4330341809
390,2017-04-03 06:00:00,6,1018785.55603707,995306.9180992983
391,2017-04-03 07:00:00,7,1092136.57877707,1070202.5952768163
392,2017-04-03 08:00:00,8,1226304.71243707,1208427.7227493904
393,2017-04-03 09:00:00,9,1351864.04233707,1303359.6675958994
394,2017-04-03 10:00:00,10,1400862.14573707,1347172.3054166106
395,2017-04-03 11:00:00,11,1432858.98293707,1355475.7736821307
396,2017-04-03 12:00:00,12,1436024.38093707,1353491.6102947667
397,2017-04-03 13:00:00,13,1432351.67733707,1355179.4099469504
398,2017-04-03 14:00:00,14,1449370.72493707,1361377.5319022965
399,2017-04-03 15:00:00,15,1452003.28893707,1351138.47494179
400,2017-04-03 16:00:00,16,1443140.01113707,1324813.68637098
401,2017-04-03 17:00:00,17,1397271.12413707,1301834.1892807449
402,2017-04-03 18:00:00,18,1329613.72713707,1288010.016270683
403,2017-04-03 19:00:00,19,1274150.30793707,1228424.853052916
404,2017-04-03 20:00:00,20,1225077.35913707,1183822.2281138555
405,2017-04-03 21:00:00,21,1188788.88179707,1158085.1611250918
406,2017-04-03 22:00:00,22,1163831.55429707,1123277.536677708
407,2017-04-03 23:00:00,23,1132842.78483707,1071847.632358664
408,2017-04-04,0,1100260.82925707,1063699.0876274433
409,2017-04-04 01:00:00,1,1074694.12961707,1058939.0300514821
410,2017-04-04 02:00:00,2,1053430.28191707,1036006.188645529
411,2017-04-04 03:00:00,3,1036980.89607707,1016558.5275790008
412,2017-04-04 04:00:00,4,1032110.08819707,1011240.2244973043
413,2017-04-04 05:00:00,5,1038810.87803707,1021657.9515064898
414,2017-04-04 06:00:00,6,1050236.09181707,1045292.6802013814
415,2017-04-04 07:00:00,7,1119244.43459707,1096114.404699525
416,2017-04-04 08:00:00,8,1242867.32253707,1209515.8230576075
417,2017-04-04 09:00:00,9,1363118.60633707,1303507.0800204726
418,2017-04-04 10:00:00,10,1424186.64373707,1359055.9848417907
419,2017-04-04 11:00:00,11,1442092.59553707,1375787.5943286105
